mkt_email,next_mnth_pv,age,tenure,ammount_spent,vehicle,food,beverage,art,baby,personal_care,toys,clothing,decor,cell_phones,construction,home_appliances,electronics,sports,tools,games,industry,pc,jewel,books,music_books_movies,health
0,213.44,38,1,213.55,0,0,1,0,0,0,0,1,1,2,0,2,2,0,2,3,0,5,1,1,0,4
0,90.55,39,1,146.36,0,1,3,1,3,2,1,1,1,4,2,2,5,5,0,2,0,0,3,0,0,1
1,1587.48,29,0,10.05,0,1,1,2,0,0,0,3,0,7,3,1,0,0,0,2,1,1,1,3,1,4
0,56.4,29,0,17.73,0,0,1,2,1,2,0,1,1,1,1,0,1,1,0,3,2,2,0,1,1,5
0,14.49,42,0,71.51,0,1,1,0,1,1,2,3,0,3,1,1,0,1,1,3,1,4,1,0,0,3
0,93.85,31,1,34.34,1,1,2,0,0,1,1,1,1,3,0,1,1,3,0,1,0,1,2,2,1,0
0,53.67,36,0,48.63,0,0,2,0,0,1,1,1,2,5,0,0,1,0,0,2,0,4,1,1,2,2
1,1977.34,23,0,243.77,0,0,2,2,0,2,2,0,3,5,1,2,1,0,0,4,3,1,1,1,3,3
0,15.67,66,0,50.78,0,0,0,0,0,0,3,1,0,2,0,1,1,0,1,1,1,1,1,0,0,3
0,44.38,21,2,28.99,0,3,0,0,2,3,2,3,0,4,2,0,1,1,1,3,0,2,4,0,0,1
1,1109.18,42,0,61.78,0,2,0,0,2,0,1,2,1,3,3,0,0,0,0,2,0,3,2,2,1,0
0,189.88,53,0,207.63,0,0,1,1,1,2,2,1,0,4,1,2,1,4,0,4,0,2,0,0,2,1
0,38.79,44,1,11.01,0,1,3,1,1,2,0,3,0,1,0,0,2,2,1,0,1,2,0,0,0,2
0,64.04,57,0,63.66,0,1,0,1,2,2,1,1,1,4,1,1,1,3,0,3,0,0,0,0,1,2
0,59.15,45,1,62.3,0,1,0,2,1,2,1,3,1,7,1,0,1,1,0,0,2,1,1,1,0,2
0,233.99,38,0,349.2,0,1,0,0,1,2,1,5,3,1,1,1,4,1,1,0,1,2,1,0,1,2
0,5.25,26,0,58.67,0,1,0,1,1,1,2,1,0,4,0,0,0,1,0,0,0,2,1,1,2,2
0,2.12,44,1,71.88,1,3,1,0,2,2,1,2,1,2,1,0,3,2,0,2,2,2,1,0,1,2
1,720.92,40,0,82.01,0,0,1,1,0,0,1,1,0,4,0,2,2,1,0,0,0,1,1,1,0,0
1,18939.54,19,0,48657.76,0,1,2,1,2,0,0,0,0,2,2,0,2,2,2,6,2,2,1,1,1,1
1,1562.25,35,0,59.57,0,0,0,0,1,1,2,2,3,4,1,2,2,2,2,1,1,2,0,1,0,4
1,1338.5,42,0,52.62,0,0,1,0,1,1,0,3,1,5,0,0,2,2,2,0,1,0,2,2,0,2
0,17.71,40,0,82.05,0,0,3,1,1,0,0,0,0,5,0,1,2,0,2,0,1,2,0,0,2,3
0,216.4,33,1,7.72,0,1,0,2,1,2,0,4,2,5,1,1,5,2,3,3,0,1,1,0,2,0
0,1.65,34,0,5.1,0,1,3,1,2,2,2,1,0,0,0,1,1,1,1,2,2,3,1,0,1,2
1,1227.18,33,0,203.75,0,2,1,1,0,1,0,1,4,2,2,1,4,2,1,0,0,3,1,0,1,0
1,1419.77,45,1,35.48,0,1,2,1,2,0,0,0,1,4,1,2,3,3,2,3,0,1,1,1,1,2
0,50.99,56,2,54.68,0,1,1,1,1,1,1,2,3,6,0,0,2,3,0,4,1,1,1,0,0,0
1,1800.63,23,0,0.21,0,0,2,2,1,2,2,1,0,2,4,0,0,2,2,1,2,2,1,1,1,4
1,1464.24,48,2,168.79,0,1,0,2,0,1,0,8,0,3,3,1,2,0,2,1,2,1,1,0,0,2
0,78.25,34,0,114.23,0,2,0,2,1,1,4,2,0,3,1,2,2,1,1,2,2,1,0,0,1,1
1,1127.95,22,0,74.68,0,0,1,0,1,1,1,3,0,1,1,1,1,1,0,2,1,1,2,1,0,3
1,1486.49,36,0,225.87,0,1,1,1,0,0,3,1,2,1,1,3,2,2,1,0,1,2,0,0,1,3
1,1499.27,62,1,223.31,0,0,0,0,2,1,1,1,3,4,1,1,0,0,1,0,1,3,1,1,1,1
1,1443.31,58,0,125.07,0,1,2,2,2,1,2,4,1,3,0,3,1,2,1,1,1,3,1,1,0,0
0,77.38,25,1,21.52,0,0,1,3,1,0,3,4,1,1,1,2,1,1,0,3,1,2,2,0,2,3
1,1190.37,45,1,188.92,0,0,1,0,2,2,0,1,1,3,1,2,1,2,2,2,0,0,0,1,1,2
0,203.24,26,0,45.02,0,0,1,2,1,1,2,4,2,3,1,4,3,1,1,3,2,3,0,1,3,3
0,37.99,52,0,127.66,0,1,1,2,0,2,1,2,4,3,1,0,3,0,1,1,1,2,1,2,1,1
0,116.83,54,1,99.61,0,1,0,0,1,1,1,2,0,0,0,3,3,0,1,0,0,2,1,1,1,0
1,1818.66,49,0,27.82,0,0,0,1,0,1,0,1,0,6,2,3,5,2,0,1,3,0,0,1,2,5
0,46.1,38,0,109.51,0,1,0,1,1,4,0,1,0,4,2,1,1,1,3,2,0,0,1,1,1,0
0,92.97,39,1,45.57,0,1,1,0,1,1,0,4,3,1,1,2,1,1,2,5,2,7,2,0,0,1
1,1704.07,23,0,5.54,0,2,0,0,2,2,1,4,0,2,2,1,1,1,0,1,1,5,2,0,1,5
0,69.45,28,0,161.92,0,2,1,2,2,1,0,3,2,2,2,0,2,2,0,2,0,1,0,1,2,0
1,2229.05,20,0,238.23,0,0,3,1,3,0,2,3,3,6,1,0,1,1,1,0,0,2,2,1,3,3
0,109.71,47,0,45.59,0,0,0,1,1,1,2,0,2,2,3,1,2,1,2,3,3,4,1,0,0,6
0,71.6,44,1,48.77,0,0,1,1,1,1,2,0,0,2,1,2,1,2,0,4,1,3,2,1,4,2
1,1284.45,58,2,102.55,0,0,3,0,0,0,1,1,0,5,1,0,2,2,0,1,1,3,1,1,2,0
0,51.56,46,0,84.13,0,1,3,4,0,1,0,4,3,5,1,2,2,1,1,3,1,2,0,1,1,2
0,45.7,34,0,116.87,0,0,1,2,1,2,2,5,0,3,1,0,4,2,0,0,0,0,1,0,0,2
1,1290.23,33,0,177.21,0,2,2,2,1,0,0,3,1,1,0,0,2,0,1,1,1,3,1,2,2,1
0,146.74,47,0,127.77,0,1,0,1,0,1,2,4,1,5,0,1,4,4,2,2,2,2,1,1,3,0
0,9.05,25,0,5.06,0,0,1,0,1,2,0,2,2,4,0,0,0,1,2,4,2,1,0,2,2,4
0,40.99,33,1,51.39,0,0,1,1,1,1,0,3,0,1,0,1,2,0,0,4,0,6,1,2,0,1
1,585.49,38,1,24.31,0,0,0,0,1,1,0,1,0,2,0,1,2,0,0,0,1,3,0,0,0,0
1,1389.6,39,1,39.56,0,2,1,1,1,2,1,4,1,3,0,0,1,1,3,1,0,3,1,0,1,2
0,133.56,30,0,423.81,0,1,1,1,1,1,1,2,1,4,0,3,1,0,1,5,2,1,2,0,1,3
1,1944.3,34,1,3.82,0,0,2,1,1,2,1,3,2,6,1,0,3,1,2,2,1,3,1,0,3,3
1,12408.67,39,1,37873.65,0,1,1,0,1,1,0,1,2,6,0,1,2,1,0,1,0,1,0,2,1,0
1,1140.93,53,1,210.4,0,1,2,1,0,0,1,1,0,2,0,1,1,1,2,4,0,1,0,2,1,2
0,22.14,55,0,105.96,0,1,1,1,1,4,0,1,2,3,0,1,4,1,1,4,0,1,1,1,1,3
1,2106.5,38,1,437.14,0,2,0,1,3,0,3,3,3,1,1,2,4,0,4,4,0,1,2,2,0,4
1,1402.59,22,2,74.52,0,3,2,2,1,1,1,4,1,3,1,0,2,1,2,1,0,1,2,1,0,0
0,22.2,55,1,22.63,0,0,1,2,1,1,1,0,1,4,1,2,2,1,0,1,2,2,2,1,0,1
1,1196.66,49,0,13.6,0,0,1,1,0,0,0,2,1,5,1,1,1,0,1,2,0,2,0,0,1,4
0,18.27,45,0,0.08,0,0,1,1,0,1,0,3,0,5,0,5,1,1,4,1,0,1,1,1,1,2
1,1688.81,30,0,75.88,1,0,1,0,2,2,0,2,0,3,0,1,3,1,2,2,2,1,2,2,2,4
0,46.43,26,0,16.95,1,2,3,0,1,1,1,4,0,7,1,2,1,1,1,2,1,3,1,0,2,2
1,991.3,54,1,0.98,0,1,1,1,0,0,1,1,1,2,1,4,2,0,1,2,0,2,2,0,1,0
1,843.92,34,0,19.61,0,1,0,2,0,0,0,1,2,2,0,0,1,0,0,2,1,0,1,1,2,1
1,1503.89,18,1,87.52,0,1,0,1,0,0,2,2,2,3,0,1,1,0,2,3,2,1,1,2,4,1
0,262.77,41,1,109.01,0,1,0,1,1,0,1,5,0,6,1,0,3,1,1,4,1,2,0,0,2,2
0,42.04,25,0,21.98,0,2,0,1,0,2,0,1,1,5,0,2,4,0,1,2,3,1,3,0,1,1
0,216.2,38,1,27.49,0,0,0,3,1,3,1,2,1,5,1,1,1,1,0,0,2,3,1,0,2,0
1,1294.44,69,0,49.72,0,2,3,1,0,1,2,3,0,0,2,1,4,0,1,2,1,0,1,1,1,2
0,108.62,24,0,136.95,0,1,2,1,1,2,2,1,3,6,0,0,4,0,1,4,1,2,1,0,2,0
1,1148.27,46,0,12.62,1,0,1,1,1,3,1,4,1,1,1,0,2,1,1,1,0,1,1,1,0,1
0,21.29,24,0,58.32,0,0,0,1,2,1,3,1,1,4,3,0,2,0,0,2,1,5,2,1,2,3
1,1027.5,24,0,297.82,0,0,1,2,0,1,1,3,1,2,2,1,3,0,1,1,1,1,1,0,0,0
0,51.91,47,0,14.24,0,0,1,1,1,0,1,0,1,3,0,2,1,0,0,0,0,1,3,1,2,2
1,1610.36,42,0,59.77,0,4,2,2,0,0,0,1,0,2,0,2,1,3,3,0,2,4,2,0,1,4
0,30.21,35,0,64.03,0,1,2,2,0,1,2,1,3,5,2,2,1,3,0,2,0,2,2,4,0,1
0,47.9,32,0,17.14,0,0,1,0,2,0,0,2,0,4,3,1,0,1,1,1,1,0,1,2,4,1
0,25.88,24,1,53.29,0,0,2,1,1,0,0,3,2,3,2,0,2,0,0,1,1,2,0,1,1,2
0,141.76,21,1,165.48,0,1,2,2,3,1,1,3,0,4,1,3,2,1,1,2,0,3,0,1,3,3
0,45.89,43,0,80.59,0,0,1,1,1,2,0,2,0,3,0,0,2,0,0,3,1,2,0,0,0,1
1,1564.13,39,1,35.54,0,1,2,4,0,1,0,3,1,5,1,1,0,0,0,4,0,7,2,3,0,0
1,936.95,41,0,28.94,0,2,0,0,0,1,2,3,1,2,1,3,3,1,0,1,1,3,0,0,0,0
0,74.53,34,0,88.52,1,3,1,2,0,0,2,1,1,3,0,2,2,0,1,1,0,1,0,0,1,2
1,1445.12,22,0,292.33,1,3,0,0,1,1,1,1,0,5,3,1,0,0,2,1,0,0,1,0,2,2
1,1373.95,28,0,2.84,0,2,0,0,1,0,1,3,0,6,2,2,2,0,1,2,1,1,2,0,2,1
0,87.23,56,1,299.33,0,2,3,2,2,0,0,2,2,4,1,0,0,0,0,3,1,0,2,0,2,4
1,1798.44,34,0,61.58,0,0,2,3,1,2,2,3,0,5,2,1,3,0,1,0,0,3,2,1,2,2
0,58.47,33,0,78.16,0,0,0,2,0,0,1,4,2,5,2,2,1,2,0,4,2,2,2,3,2,2
0,305.22,34,1,268.88,0,0,0,0,1,0,0,3,1,2,3,2,3,2,0,4,1,1,0,2,0,0
1,1972.24,45,0,136.11,0,0,4,0,1,2,2,6,3,3,1,0,4,2,1,2,0,1,2,0,0,4
1,1501.76,30,0,401.4,0,0,1,0,1,1,1,2,3,4,0,0,1,0,3,2,0,2,0,1,3,2
0,411.59,40,1,11.46,0,0,2,0,1,2,2,1,1,2,2,0,2,2,1,1,0,1,0,0,1,0
1,1062.29,58,0,64.9,0,4,1,0,2,0,1,2,0,2,0,3,0,1,0,2,1,0,2,1,0,0
0,32.21,42,1,82.09,0,0,1,0,0,0,0,3,3,4,0,1,2,0,2,2,2,1,1,0,0,4
0,65.47,71,0,122.08,0,2,0,4,1,3,1,3,1,3,1,0,1,2,1,3,0,1,2,0,2,3
1,873.11,23,0,55.42,0,1,0,1,0,3,0,4,0,2,2,1,0,1,1,4,0,4,1,0,0,0
0,25.42,28,0,17.02,0,1,2,3,2,1,0,0,2,2,0,0,1,0,0,2,0,1,1,1,0,3
0,346.66,40,0,375.49,0,0,2,1,0,1,1,4,0,2,0,1,1,1,0,2,2,1,2,1,0,1
0,31.97,35,0,43.47,0,1,1,3,1,2,1,2,2,2,0,1,1,2,1,2,1,1,0,1,0,0
1,950.39,20,0,97.58,0,1,1,0,0,0,0,1,0,3,1,3,0,0,3,2,0,3,0,1,1,2
0,2.58,37,0,32.08,0,1,1,1,2,2,2,2,2,1,0,2,1,1,1,2,0,0,1,0,0,5
0,126.08,33,0,43.87,0,2,0,1,1,1,2,5,0,5,2,1,3,0,2,1,0,1,1,0,1,5
1,1338.91,53,0,121.1,0,1,0,1,1,0,3,3,1,3,0,0,0,1,1,1,0,2,2,1,0,2
1,1173.25,45,0,48.1,0,1,0,0,1,0,0,1,2,6,0,2,2,0,1,3,0,3,2,1,0,1
0,6.45,33,1,36.37,0,2,0,0,0,1,0,2,1,4,0,1,1,0,1,0,0,3,1,1,0,5
1,1310.24,46,1,43.44,0,3,0,1,1,1,1,1,1,0,1,0,2,1,2,3,0,1,1,5,1,4
0,37.4,74,1,40.51,0,2,0,1,0,0,1,2,0,4,2,4,5,1,0,2,2,2,0,0,1,0
0,10.5,52,0,106.09,0,2,0,0,0,3,0,2,4,5,0,2,1,1,0,2,0,2,0,1,0,1
1,1462.94,35,0,44.4,0,1,1,0,0,0,2,3,0,2,1,2,4,2,0,5,2,1,0,1,0,5
0,139.81,30,0,166.6,0,0,3,1,0,1,1,1,1,3,0,2,4,0,0,2,2,0,2,0,1,3
0,173.11,42,1,150.43,1,2,0,4,0,0,0,4,1,5,0,0,2,1,2,2,1,3,0,1,0,2
1,1636.14,33,0,312.59,0,0,1,2,3,1,0,0,1,4,1,2,0,0,2,2,1,1,1,1,0,4
1,1595.99,34,0,372,0,0,2,1,0,0,1,3,0,4,0,1,1,2,2,3,3,2,0,1,0,1
1,1919.75,26,1,165.83,0,2,2,2,2,0,2,0,0,3,1,0,3,1,0,4,2,3,2,1,0,5
1,2026.95,23,1,169.94,0,1,0,0,1,1,1,4,1,4,4,1,3,3,0,4,1,1,2,2,4,3
0,339.01,31,1,146.87,1,2,1,1,1,2,1,1,1,1,0,0,0,0,0,1,2,2,1,0,0,1
1,1487.08,37,0,19.46,0,4,1,1,1,0,0,3,1,4,2,1,2,0,0,1,1,3,0,0,1,4
0,7.48,32,0,77.06,0,1,2,2,0,2,2,4,0,2,1,0,1,0,1,2,2,3,0,2,0,1
1,1805.05,56,0,46.96,0,2,1,1,0,0,1,2,0,7,0,2,2,0,1,2,2,2,0,1,1,6
0,42.4,43,0,22.98,0,2,1,2,1,2,0,4,4,3,0,1,1,0,1,2,2,4,0,1,1,2
1,2061.32,29,0,40.41,0,2,0,4,2,0,2,2,4,2,1,1,0,1,2,2,3,3,1,1,3,2
1,1793.06,45,0,172.93,1,0,2,1,3,0,1,2,2,0,3,0,1,1,1,1,2,2,0,3,2,2
1,1325.73,74,0,62.05,1,1,0,0,1,1,1,0,1,4,1,2,3,0,1,0,2,4,1,0,1,1
0,23.3,19,0,124.36,0,3,0,0,1,0,2,1,2,5,3,1,2,1,2,0,0,5,0,0,0,3
1,1922.93,35,0,210.12,0,1,0,0,1,1,1,1,0,6,1,1,5,3,2,2,3,0,1,1,3,2
1,1346.63,54,1,127.78,1,2,0,1,0,3,1,3,1,5,0,1,3,0,0,3,2,4,1,0,0,0
1,1214.52,38,1,56.65,0,4,1,0,2,0,0,2,0,1,4,2,0,0,1,5,0,3,1,1,1,2
1,1226.65,67,0,93.64,0,0,0,1,0,2,0,2,0,3,2,0,6,0,3,1,2,0,1,3,3,0
0,183.63,44,0,238.9,0,0,0,1,0,2,1,4,0,5,2,1,1,1,1,3,0,0,0,0,1,3
0,77.71,41,1,63.57,0,2,0,2,4,1,0,1,1,3,3,0,5,1,1,3,0,2,0,1,1,2
1,1284.1,19,1,63.35,0,0,3,1,1,1,1,4,1,2,0,0,1,3,2,1,0,2,0,0,1,1
0,89.77,43,0,83.86,0,2,0,1,1,1,0,3,0,1,0,0,1,0,1,3,1,4,2,2,1,2
1,1121.09,29,0,18.06,0,0,1,1,1,0,0,1,1,3,0,1,1,0,1,3,2,1,1,0,1,2
1,1100.44,42,0,108.28,0,0,2,0,0,0,1,3,0,4,0,1,2,1,0,3,0,4,3,0,1,0
1,1148.62,29,0,17.81,0,1,1,0,0,2,1,2,1,1,2,0,2,0,0,2,1,3,4,2,0,1
1,1369.92,46,1,73.56,0,1,0,2,1,0,1,2,0,1,2,0,0,0,2,2,0,3,0,1,2,5
0,33.44,47,0,31.11,0,1,2,2,3,0,0,1,0,5,0,0,3,1,1,3,0,2,1,1,0,0
1,1445.91,35,0,67.17,0,2,1,1,1,2,1,3,0,7,1,0,0,0,0,3,0,1,3,3,2,1
0,635.3,31,0,98.78,0,0,1,1,0,1,0,0,1,5,1,2,4,0,2,4,1,1,1,1,1,1
1,1133.57,36,2,42.29,0,1,0,1,1,1,0,1,1,3,1,1,3,2,1,2,1,1,0,1,1,1
1,908.12,46,1,47.07,0,2,2,1,0,2,0,2,1,1,1,0,2,1,0,3,0,2,0,2,1,1
0,73.57,53,1,7.81,0,1,0,1,3,1,0,2,0,4,0,2,3,0,2,4,2,3,1,0,1,2
0,29.75,30,0,7.62,0,1,2,0,1,0,0,0,2,1,1,1,5,2,3,1,1,5,2,0,1,0
1,1250.72,39,0,165.43,0,0,1,1,2,1,1,2,3,3,0,1,2,0,1,1,0,2,1,2,1,1
1,733.98,29,1,99.64,0,2,1,1,0,1,1,2,1,3,0,1,1,1,0,0,0,0,0,1,0,1
0,21.76,36,0,50.95,0,2,1,0,0,0,3,3,1,1,1,0,4,0,2,0,0,2,1,0,1,2
1,1520.58,40,0,30.48,0,1,2,1,2,0,1,3,0,3,2,0,2,1,1,4,0,3,0,3,3,1
0,65.33,29,1,82.11,0,2,0,1,0,3,0,4,2,2,2,1,1,0,2,2,0,1,0,0,0,3
1,4829.84,38,1,19462.21,0,1,0,1,1,1,0,1,1,1,5,0,1,0,0,4,3,1,2,1,1,3
1,1669.91,37,2,218.42,0,1,1,0,2,0,1,0,1,7,1,3,3,0,2,1,1,1,0,2,2,3
1,1075.3,23,0,10.53,0,2,1,1,2,0,0,1,0,3,0,0,1,0,2,5,1,0,3,1,1,0
1,1153.19,22,0,129.09,0,1,0,1,1,1,0,2,1,1,1,0,1,4,0,3,2,1,0,1,1,2
0,73.27,35,0,139.77,0,0,1,0,0,0,3,2,1,3,1,2,3,0,1,3,0,0,0,2,1,2
0,10.04,51,0,46.73,0,0,0,1,3,0,0,2,0,2,0,2,1,1,0,3,2,1,0,1,0,3
1,1338.55,47,0,21.45,0,0,2,0,0,4,2,4,2,2,2,1,1,1,0,1,1,1,1,2,1,1
1,1186.16,73,0,14.01,1,0,1,0,1,0,3,0,0,2,0,0,4,0,1,1,1,2,2,2,2,1
1,924.78,32,0,99.31,0,0,1,0,0,1,0,2,2,4,0,1,2,1,0,0,0,3,1,2,0,1
1,2171.58,36,0,328.74,1,2,2,4,4,2,1,3,2,2,1,1,3,1,0,2,0,1,0,1,1,5
0,68.6,26,0,27.17,0,0,1,1,0,2,2,1,1,1,3,1,2,3,2,4,1,4,1,0,0,2
1,1719.48,30,0,88.42,0,1,1,0,2,2,0,2,1,2,0,1,4,2,1,4,1,2,1,3,1,5
1,982.8,49,0,233.96,0,1,1,0,1,1,1,2,2,4,0,3,1,1,0,7,0,0,1,0,0,0
1,1219.56,33,1,1.03,0,2,2,0,2,1,0,1,0,4,1,0,1,0,2,0,0,1,0,3,1,2
0,81.66,33,0,7.78,0,2,0,0,0,0,1,3,2,3,1,3,1,2,3,0,2,3,4,1,3,3
0,16.98,41,0,72.45,0,0,2,1,3,1,0,6,0,4,0,2,3,1,0,1,2,4,1,0,1,5
1,1665.79,25,0,55.82,0,1,0,1,1,1,0,4,2,2,0,2,2,0,1,2,2,3,2,0,3,3
1,1952.05,35,1,165.28,0,1,1,3,2,2,1,6,2,2,5,0,3,0,0,2,2,3,0,1,0,3
1,1048.72,45,1,9.55,0,4,0,0,1,0,0,1,2,3,0,1,2,1,1,1,2,1,0,3,0,2
0,6,30,0,131.01,1,0,0,1,1,1,2,1,1,5,1,1,1,0,0,2,1,2,2,1,1,2
0,42.66,31,0,150.89,0,1,0,2,0,2,1,2,1,1,0,0,2,1,0,3,1,2,0,1,0,0
0,176.45,27,1,251.68,0,0,3,0,1,1,1,2,2,3,1,0,2,1,0,4,0,1,1,1,1,4
0,8.75,61,0,36.22,0,0,1,2,1,0,0,3,2,5,0,2,1,0,0,2,1,2,1,1,0,1
0,91.42,25,0,212,0,0,1,2,0,2,2,3,3,6,1,0,0,0,1,3,1,0,1,1,1,5
1,1151.91,31,0,27.99,0,0,0,3,1,0,2,2,0,2,2,1,3,0,1,1,0,1,1,0,1,2
1,1225.67,33,0,28.73,0,0,1,2,0,3,0,3,2,1,0,1,1,0,2,0,0,3,1,0,0,4
0,293.67,31,1,139.81,0,1,1,3,2,0,1,0,3,4,1,1,3,3,1,0,0,2,1,1,0,1
1,1423.75,31,0,96.88,0,2,2,1,2,0,1,1,2,4,1,3,3,1,0,4,1,0,2,0,0,1
1,1650.1,45,1,138.9,0,1,2,2,0,1,0,3,2,2,3,2,2,1,2,1,1,1,3,1,2,2
0,64.35,32,1,75.26,0,4,1,0,1,2,1,3,0,2,1,1,2,1,0,4,0,3,0,1,2,0
1,1845.57,39,1,4.02,0,0,1,1,2,5,0,1,0,6,0,0,2,1,1,1,1,2,3,2,3,2
1,976.84,35,1,127.64,0,1,2,0,0,1,0,1,1,1,1,0,3,1,0,0,1,1,1,2,0,2
1,1579,28,3,1.45,0,0,1,1,0,0,0,1,3,7,2,1,2,1,0,2,1,2,1,2,0,4
1,1279.92,28,1,127.81,0,1,0,1,0,0,3,2,1,2,0,1,4,1,0,3,1,1,0,2,3,2
1,934.28,25,0,39.15,0,0,0,1,1,0,0,4,2,1,0,1,0,0,2,2,0,1,1,2,1,1
1,1462.52,27,0,22.67,0,2,1,1,1,1,1,1,2,8,0,0,1,2,0,2,1,0,0,1,1,2
0,9.74,22,0,1.09,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,3,2,0,0,2,0,5
1,1891.14,24,0,201.89,0,1,4,0,2,0,1,1,1,2,1,0,6,1,0,6,1,1,3,1,3,2
0,13.06,45,0,2.47,0,0,1,1,2,1,4,2,0,1,0,0,3,0,1,2,0,3,1,2,2,1
1,8085.51,41,0,15748.53,0,0,2,0,0,1,0,2,1,1,1,0,6,2,0,3,0,1,0,2,0,1
1,1680.88,29,0,0.79,0,1,1,1,3,2,0,2,0,3,0,0,2,1,0,3,2,2,1,3,1,5
1,1615.25,41,0,248.52,0,0,1,0,3,0,0,3,0,3,4,2,1,1,1,1,1,1,0,0,0,3
1,1521.71,47,0,128.12,0,1,0,1,0,1,2,3,0,3,1,1,0,1,2,2,0,3,1,2,1,3
0,5.16,33,0,249.21,0,0,0,0,1,1,1,2,0,1,0,0,4,1,0,2,0,1,0,1,1,0
0,100.97,36,0,277.07,0,0,0,0,0,0,0,2,1,3,3,1,1,3,1,1,2,3,0,0,0,0
0,10.98,41,0,26.92,1,2,3,2,1,0,1,2,1,3,0,0,1,2,1,2,0,1,0,1,2,2
1,1385.89,31,0,79.36,0,1,1,0,1,1,1,1,2,3,0,1,0,0,0,2,0,2,3,0,1,5
1,1137.17,50,0,66.23,0,1,0,1,1,0,3,3,0,1,0,1,4,2,0,2,0,1,1,1,1,2
1,13057.98,30,0,36016.08,0,4,0,1,3,0,1,3,1,3,1,3,0,0,1,2,2,3,2,1,1,2
1,1441.28,23,1,135.9,0,0,0,1,0,2,2,2,3,4,2,1,1,0,2,2,2,3,1,1,0,1
0,233.2,64,0,266.4,0,0,0,2,2,1,1,2,2,3,0,3,4,3,2,1,0,3,1,1,0,1
0,71.54,41,0,141.86,0,1,0,1,0,0,0,2,0,0,0,3,3,2,1,3,1,2,1,1,0,3
0,27.01,32,0,26.51,0,2,2,0,0,1,0,3,2,2,2,1,3,1,0,2,2,5,1,0,2,1
1,1037.39,56,0,125.42,0,1,1,1,2,2,0,0,2,0,0,1,1,0,1,3,2,2,1,0,1,1
1,1112.47,35,0,74.57,0,2,1,3,1,1,0,0,0,3,0,0,2,0,0,3,2,4,3,0,0,0
0,83.3,21,1,20.33,0,0,2,0,2,2,0,3,0,1,1,0,4,1,3,2,1,1,0,0,1,4
0,176.9,38,1,66.58,0,1,0,2,2,2,1,2,0,2,0,0,1,4,0,1,0,0,1,2,3,2
0,6.03,48,0,16.4,0,1,0,1,2,2,0,1,3,0,4,4,2,3,0,3,0,0,0,1,0,1
0,65.32,26,1,119.33,0,0,2,2,2,0,0,2,2,5,1,1,2,1,0,2,1,2,1,0,1,2
1,1077.21,54,2,7.88,0,2,0,0,2,2,0,0,1,1,1,0,3,2,1,1,0,2,1,2,2,0
0,12.74,25,0,21.34,0,2,0,1,1,0,2,3,0,3,1,4,1,1,0,4,1,5,0,0,1,1
0,64.52,25,0,398.1,1,0,1,1,1,2,2,1,2,2,0,3,2,1,0,2,1,0,1,0,0,2
1,1060.59,28,0,53.22,0,1,1,1,0,0,0,2,1,2,2,0,1,1,1,1,0,2,0,1,1,3
0,23.66,43,0,14.73,0,0,1,0,0,0,1,1,0,4,1,0,7,2,1,0,1,3,1,0,0,3
1,1645.22,24,0,49.54,0,0,0,1,2,0,1,2,1,3,2,5,3,0,3,2,2,2,1,1,1,3
1,1350.67,50,0,37.27,0,1,0,0,0,1,2,2,1,2,0,1,0,1,4,0,4,0,0,1,2,2
1,1264.18,36,0,11.89,0,0,2,1,0,1,0,4,2,3,1,1,4,1,1,0,0,1,0,1,0,2
0,322.2,31,0,279.97,0,0,2,0,1,3,0,2,2,5,3,0,4,1,0,2,1,5,0,1,1,2
0,126.93,41,0,37.49,0,1,0,3,1,3,1,1,2,2,3,0,3,1,2,2,0,1,3,1,1,4
1,1101.97,20,0,110.27,0,2,0,1,0,1,1,2,1,4,1,0,0,1,1,0,2,3,0,0,1,1
1,837.23,27,0,41.24,0,1,1,0,0,3,0,2,1,1,0,0,5,1,2,4,1,2,0,2,0,0
0,4.25,32,0,5.13,0,2,0,1,1,0,1,4,0,5,2,1,5,0,0,4,1,4,0,0,1,2
0,15.62,37,0,66.42,1,1,1,0,1,2,0,2,2,0,2,2,0,0,0,0,1,3,0,0,1,1
0,224.08,43,0,112.34,0,2,2,0,1,1,1,4,0,6,1,2,3,0,0,4,0,0,0,1,0,2
0,126.54,41,1,267.92,0,1,2,0,1,0,1,0,2,2,2,0,2,4,1,3,2,1,1,1,0,2
1,1512.78,55,0,96.92,0,1,1,3,0,0,0,1,0,3,0,0,5,3,2,3,2,2,1,0,1,3
0,27.94,29,0,104.98,0,0,1,2,4,0,0,2,2,1,1,1,2,0,1,4,0,1,1,0,2,4
1,1454.79,35,1,35,0,0,2,1,0,2,1,2,3,0,2,0,4,2,1,3,2,2,2,1,0,0
0,55.75,29,0,52.47,1,1,3,2,0,1,1,1,2,0,0,2,1,2,3,0,0,2,0,2,0,1
1,1603.99,21,1,37.16,1,1,0,4,0,2,3,2,1,3,0,4,2,1,0,3,1,2,1,2,3,1
0,213.76,27,1,229.72,0,2,3,1,0,1,4,2,2,3,2,2,3,1,1,2,2,5,0,0,1,1
0,109.56,28,1,14.56,0,1,1,1,0,0,0,1,2,2,0,0,4,3,2,3,3,0,1,1,1,1
